right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_chest_ang_x,right_chest_ang_y,right_chest_ang_z,right_chest_acc_x,right_chest_acc_y,right_chest_acc_z,left_chest_ang_x,left_chest_ang_y,left_chest_ang_z,left_chest_acc_x,left_chest_acc_y,left_chest_acc_z,,,,Label
-0.0081,0.6037,-0.4581,-0.0316,-0.5717,1.8459,0.123,-1.0923,9.2133,1.4873,-1.7397,-0.2048,-0.1789,-8.1377,3.7147,2.327,-0.9119,0.3092,-0.0413,-8.3764,-1.5281,2.4219,-0.048715,0,1698649702,55
-0.0028,0.6153,-0.4574,-0.0165,-0.6995,1.8601,0.2759,-1.2301,9.3122,1.3278,-1.8723,-0.3188,-0.2732,-8.188,3.7097,2.3749,-0.8829,0.229,-0.0982,-8.4474,-1.5487,2.5258,0.08855,0,1698649702,56
0.0024,0.6264,-0.456,0.0151,-0.7885,1.8106,0.4185,-1.4256,9.4262,1.1425,-1.9267,-0.38,-0.3601,-8.2513,3.7039,2.4366,-0.8383,0.1291,-0.1423,-8.5239,-1.5769,2.6098,0.19049,0,1698649702,57
0.0073,0.6319,-0.4539,0.0843,-0.8883,1.7048,0.5608,-1.6549,9.4789,0.9917,-1.9187,-0.3978,-0.4157,-8.3048,3.7114,2.4964,-0.7729,0.0192,-0.1741,-8.5855,-1.6192,2.6792,0.19729,0,1698649702,57
0.0128,0.6564,-0.4502,0.1654,-0.9572,1.5349,0.7037,-1.9159,9.3918,0.9084,-1.8571,-0.4013,-0.4589,-8.3493,3.7098,2.5468,-0.694,-0.0858,-0.2098,-8.6115,-1.6678,2.726,0.152935,0,1698649702,58
0.0192,0.6615,-0.4446,0.2697,-0.86,1.2794,0.8369,-2.2069,9.1248,0.8777,-1.718,-0.4279,-0.4941,-8.4114,3.6519,2.5835,-0.597,-0.1827,-0.2725,-8.6214,-1.7183,2.7406,0.125896,0,1698649702,59
0.0258,0.6435,-0.4381,0.3613,-0.7214,0.9573,0.9429,-2.4101,9.001,0.7948,-1.5154,-0.452,-0.5215,-8.4794,3.5828,2.6003,-0.4832,-0.2963,-0.357,-8.6297,-1.7795,2.7475,0.083262,0,1698649702,59
0.0329,0.629,-0.4312,0.4452,-0.5251,0.5785,1.0422,-2.5643,8.9573,0.7547,-1.2601,-0.5048,-0.5726,-8.5496,3.5156,2.5888,-0.3642,-0.4417,-0.4669,-8.6185,-1.8482,2.7629,-0.025472,0,1698649702,60
0.0398,0.6097,-0.424,0.5212,-0.238,0.1598,1.1365,-2.7358,8.872,0.8018,-0.9697,-0.5927,-0.6549,-8.6247,3.4484,2.5512,-0.2232,-0.6312,-0.6103,-8.5932,-1.9125,2.7907,-0.167379,0,1698649702,61
0.0461,0.6033,-0.4168,0.5457,0.0216,-0.2642,1.2037,-2.8015,8.925,0.8059,-0.6624,-0.707,-0.7605,-8.6809,3.3913,2.5178,-0.0514,-0.8629,-0.7821,-8.568,-1.9873,2.8286,-0.294419,0,1698649702,62
0.0522,0.6022,-0.4106,0.5714,0.2258,-0.6848,1.2346,-2.7164,8.9605,0.8189,-0.3682,-0.8435,-0.8827,-8.7208,3.3489,2.507,0.1118,-1.203,-0.9676,-8.5727,-2.0702,2.8685,-0.398793,0,1698649702,62
0.0575,0.5971,-0.4056,0.5833,0.4203,-1.1069,1.2245,-2.568,9.079,0.8466,-0.0784,-0.9776,-0.998,-8.7671,3.3104,2.5377,0.265,-1.5873,-1.1551,-8.6052,-2.1354,2.9128,-0.49027,0,1698649702,63
0.0621,0.5726,-0.4015,0.5432,0.5977,-1.4918,1.1903,-2.4108,9.3343,0.8356,0.2174,-1.1082,-1.1046,-8.8177,3.294,2.6019,0.4351,-1.8168,-1.3382,-8.6334,-2.1786,2.9667,-0.569067,0,1698649702,64
0.0667,0.5415,-0.3988,0.4699,0.7065,-1.7917,1.1176,-2.263,9.5684,0.7992,0.4736,-1.2565,-1.2181,-8.8564,3.3249,2.6926,0.5937,-1.9235,-1.4984,-8.6799,-2.2135,3.0404,-0.60644,0,1698649702,64
0.0716,0.5476,-0.398,0.3794,0.7502,-2.0399,0.9888,-1.9903,9.8644,0.6801,0.6786,-1.4424,-1.3284,-8.8903,3.3623,2.8085,0.7134,-2.0711,-1.6236,-8.7561,-2.2398,3.1439,-0.59927,0,1698649702,65
0.0767,0.5421,-0.398,0.2836,0.8846,-2.2856,0.8606,-1.6956,10.0114,0.5346,0.8472,-1.661,-1.4226,-8.9294,3.3817,2.9531,0.826,-2.2727,-1.7166,-8.8506,-2.2538,3.2897,-0.547606,0,1698649702,66
0.0818,0.5205,-0.398,0.2105,1.1092,-2.49,0.738,-1.4857,10.0083,0.3965,0.9628,-1.9279,-1.5026,-8.9884,3.4104,3.1236,1.0183,-2.3816,-1.7872,-8.9368,-2.2689,3.4327,-0.463431,0,1698649702,67
0.0871,0.5175,-0.398,0.1635,1.247,-2.613,0.607,-1.3087,10.0206,0.2844,1.0065,-2.2997,-1.5843,-9.0701,3.4666,3.2882,1.3049,-2.403,-1.8522,-9.0409,-2.3031,3.5429,-0.384472,0,1698649702,67
0.0931,0.5254,-0.3977,0.1395,1.3549,-2.6822,0.4593,-1.2159,10.0804,0.2166,0.9979,-2.8023,-1.6844,-9.2067,3.5071,3.3844,1.5428,-2.6166,-1.9283,-9.2108,-2.4003,3.6652,-0.320021,0,1698649702,68
0.0993,0.5497,-0.3964,0.1641,1.5435,-2.7597,0.2942,-1.1893,10.2984,0.2174,0.9708,-3.3939,-1.7758,-9.3949,3.5286,3.4651,1.6799,-3.0927,-2.0095,-9.4138,-2.5591,3.7914,-0.269332,0,1698649702,69
0.1046,0.5292,-0.3921,0.2843,1.6363,-2.9938,0.0228,-1.3206,11.1752,0.1036,0.9267,-3.9982,-1.84,-9.6076,3.5483,3.5566,1.8571,-3.419,-2.122,-9.5967,-2.733,3.906,-0.230412,0,1698649702,70
0.1088,0.4686,-0.384,0.4735,1.6181,-3.1339,-0.2007,-1.42,11.9479,0.1746,0.8353,-4.5776,-1.8898,-9.8629,3.6069,3.6018,2.085,-3.6042,-2.2691,-9.8344,-2.901,3.9918,-0.200052,0,1698649702,70
0.1119,0.4299,-0.3722,0.7041,1.6755,-2.9623,-0.2943,-1.2545,12.0991,0.603,0.7644,-5.1648,-1.903,-10.2013,3.7211,3.6344,2.2059,-3.8905,-2.3884,-10.2018,-3.0833,4.0609,-0.175098,0,1698649702,71
