right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_back_ang_x,right_back_ang_y,right_back_ang_z,right_back_acc_x,right_back_acc_y,right_back_acc_z,left_back_ang_x,left_back_ang_y,left_back_ang_z,left_back_acc_x,left_back_acc_y,left_back_acc_z,,,,Label
-0.1026,0.4369,-0.4799,-0.2845,-1.8115,1.0486,0.1049,-2.3066,8.9463,1.6755,1.9731,0.9149,-0.0619,9.8218,-0.2932,1.819,0.3501,2.053,0.8294,9.4849,1.6488,1.8967,-0.375837,0,1698374129.0767,52
-0.0982,0.4645,-0.4797,-0.2174,-1.8704,0.9621,0.1928,-2.1441,8.8159,1.7597,1.7956,1.0563,0.0239,9.7618,-0.3177,1.7967,0.6196,1.9064,0.7196,9.4415,1.6299,1.891,-0.147605,0,1698374129.0856,53
-0.0931,0.475,-0.4795,-0.1504,-1.8138,0.8217,0.2747,-1.9765,8.7013,1.8354,1.667,1.2079,0.1169,9.6993,-0.3341,1.8208,0.9279,1.6288,0.6147,9.3773,1.5989,1.9061,0.05918,0,1698374129.096,54
-0.0875,0.4995,-0.479,-0.0878,-1.7691,0.7024,0.3801,-1.8602,8.7159,1.7401,1.5859,1.3691,0.2173,9.6196,-0.3193,1.8825,1.2372,1.311,0.5111,9.2799,1.5826,1.9426,0.243537,0,1698374129.1059,55
-0.082,0.5292,-0.4778,-0.0201,-1.7607,0.6872,0.5207,-1.8108,8.6089,1.6239,1.5017,1.4772,0.314,9.5269,-0.2763,1.9593,1.5788,1.071,0.4195,9.1682,1.5982,1.9726,0.404541,0,1698374129.1161,55
-0.0761,0.5533,-0.4755,0.0702,-1.7832,0.7164,0.6743,-1.6609,8.3114,1.5414,1.3646,1.476,0.3925,9.4426,-0.2217,2.0334,1.9294,0.9451,0.3544,9.0509,1.6091,1.9978,0.535755,0,1698374129.1261,56
-0.0699,0.5699,-0.4717,0.1491,-1.7129,0.6862,0.8268,-1.4983,8.1594,1.4926,1.2701,1.3762,0.4621,9.3785,-0.1617,2.0985,2.2537,0.9657,0.331,8.9371,1.6127,2.0499,0.639201,0,1698374129.1375,57
-0.0635,0.5859,-0.4667,0.246,-1.5398,0.6585,0.9546,-1.4278,8.1032,1.4485,1.2197,1.1922,0.5229,9.3155,-0.1015,2.1661,2.4468,0.9774,0.341,8.8445,1.6323,2.0864,0.719734,0,1698374129.1477,57
-0.0561,0.6208,-0.4606,0.3374,-1.2955,0.6481,1.0446,-1.41,8.1712,1.3565,1.1524,0.9598,0.5744,9.2643,-0.0654,2.2512,2.4289,0.7599,0.3675,8.7776,1.6481,2.0629,0.782307,0,1698374129.1567,58
-0.0483,0.6691,-0.4546,0.4069,-0.9429,0.5735,1.0837,-1.4044,8.4466,1.2442,1.1018,0.723,0.6246,9.248,-0.0611,2.343,2.2165,0.383,0.4171,8.7451,1.651,2.0452,0.830906,0,1698374129.1658,59
-0.0398,0.7206,-0.4491,0.4821,-0.5727,0.4738,1.0928,-1.4413,8.5283,1.1877,1.0293,0.4897,0.6636,9.2642,-0.0725,2.3935,1.8648,-0.1219,0.482,8.7317,1.6367,2.04,0.868554,0,1698374129.1762,60
-0.0306,0.7472,-0.4431,0.5345,-0.2162,0.3861,1.094,-1.4816,8.4463,1.1943,0.8989,0.2667,0.6871,9.3107,-0.0929,2.4083,1.486,-0.6471,0.5461,8.7431,1.5919,2.0194,0.895862,0,1698374129.1861,60
-0.0217,0.7673,-0.4374,0.5425,0.1425,0.284,1.0795,-1.5287,8.47,1.2187,0.7192,0.0577,0.696,9.3781,-0.1333,2.4068,1.1739,-0.9254,0.5958,8.8039,1.5445,1.9841,0.89238,0,1698374129.1971,61
-0.0132,0.7968,-0.4332,0.5047,0.4109,0.1867,1.0495,-1.6212,8.6208,1.2515,0.5208,-0.1515,0.6918,9.4502,-0.1882,2.3665,0.9647,-0.984,0.6285,8.8834,1.4949,1.9263,0.756682,0,1698374129.2066,62
-0.0059,0.7942,-0.4308,0.4436,0.5436,0.0694,1.0151,-1.7363,8.8557,1.2971,0.3428,-0.3677,0.6945,9.5429,-0.25,2.307,0.8269,-1.0039,0.6641,8.9749,1.4283,1.8592,0.495188,0,1698374129.2158,62
0.0006,0.7694,-0.429,0.3606,0.6815,-0.0592,0.9901,-1.861,9.0101,1.3092,0.1355,-0.574,0.6983,9.6435,-0.3037,2.2746,0.6798,-1.1344,0.7037,9.0804,1.3838,1.7878,0.214396,0,1698374129.2262,63
0.0065,0.7223,-0.4276,0.2947,0.8688,-0.2111,0.9792,-2.0223,9.0261,1.2566,-0.0757,-0.741,0.6893,9.7317,-0.3414,2.2689,0.5076,-1.3483,0.7566,9.1976,1.3773,1.7184,-0.045794,0,1698374129.2362,64
