right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_back_ang_x,right_back_ang_y,right_back_ang_z,right_back_acc_x,right_back_acc_y,right_back_acc_z,left_back_ang_x,left_back_ang_y,left_back_ang_z,left_back_acc_x,left_back_acc_y,left_back_acc_z,,,,Label
-0.0839,0.4318,-0.1383,-1.2535,0.5623,2.6446,-0.19,-1.5555,9.4886,1.3699,2.0668,-1.5287,1.4849,8.853,1.2999,5.2732,2.7281,-0.5964,0.7962,9.3697,0.9003,3.4915,0.99739,0,1698648004.5325,40
-0.0797,0.4124,-0.1514,-1.294,0.7362,2.6347,-0.228,-1.7171,9.6704,1.2565,1.8538,-1.4255,1.4026,8.8989,1.3609,5.2898,2.7591,-0.4131,0.7671,9.4236,0.9339,3.4176,0.997973,0,1698648004.5427,41
-0.0757,0.3955,-0.1636,-1.2955,0.9155,2.6194,-0.2711,-1.8044,9.8116,1.1178,1.7055,-1.2916,1.3122,8.9422,1.3552,5.2484,2.7371,-0.3338,0.6848,9.4642,0.9621,3.3278,0.998426,0,1698648004.5523,41
-0.0723,0.3716,-0.1744,-1.2335,0.8528,2.5478,-0.326,-1.815,9.8148,1.0374,1.6184,-1.0155,1.2062,9.0029,1.3044,5.2122,2.737,-0.4111,0.6116,9.4915,0.9551,3.2102,0.998777,0,1698648004.5621,42
-0.0694,0.3521,-0.184,-1.1842,0.7965,2.43,-0.4248,-1.8403,9.9623,0.9661,1.6606,-0.6544,1.1213,9.072,1.1977,5.1919,2.6552,-0.5206,0.5743,9.4969,0.9165,3.1205,0.99905,0,1698648004.572,42
-0.0664,0.3494,-0.1932,-1.14,0.6888,2.37,-0.5467,-1.8191,10.1334,0.8049,1.7949,-0.368,1.0904,9.0965,1.0418,5.1483,2.4996,-0.4846,0.5615,9.5021,0.8385,3.0842,0.999262,0,1698648004.5813,43
-0.0634,0.3385,-0.2025,-1.0615,0.5182,2.3319,-0.6823,-1.7995,10.3142,0.5733,1.8795,-0.1882,1.1072,9.1093,0.8935,5.1254,2.4162,-0.3178,0.5729,9.5052,0.7276,3.0721,0.999427,0,1698648004.5916,43
-0.0604,0.3339,-0.2116,-0.9883,0.3321,2.3356,-0.8106,-1.7329,10.4097,0.4009,1.7357,-0.1601,1.2089,9.129,0.7539,5.095,2.4793,-0.0817,0.6004,9.5056,0.6233,3.0624,0.999555,0,1698648004.602,44
-0.0575,0.3164,-0.2202,-0.9354,0.2113,2.2992,-0.8941,-1.706,10.3578,0.4351,1.664,-0.2585,1.3884,9.153,0.6247,5.0394,2.6817,0.1367,0.6585,9.5057,0.5265,3.0073,0.999654,0,1698648004.6116,45
-0.0554,0.2863,-0.2286,-0.9314,0.1567,2.202,-0.9462,-1.707,10.2837,0.5684,1.8776,-0.2923,1.533,9.1869,0.5294,4.9924,2.9471,0.3386,0.7539,9.5042,0.4466,2.9254,0.999731,0,1698648004.6219,45
-0.054,0.2561,-0.2373,-0.9556,0.0428,2.1222,-0.9773,-1.6434,10.3078,0.6277,2.0469,-0.2989,1.6274,9.197,0.4808,4.9672,3.0297,0.481,0.8535,9.4878,0.4168,2.8461,0.999791,0,1698648004.6318,46
