q,right_acc_x,right_acc_y,right_acc_z,right_ang_x,right_ang_y,right_ang_z,left_acc_x,left_acc_y,left_acc_z,left_ang_x,left_ang_y,left_ang_z,label
-0.1505,-2.0209,-0.0391,2.4148,0.6406,4.4817,9.4301,1.4273,3.5999,4.0467,3.0362,-1.0325,8.6557,41
-0.1373,-2.0209,-0.0391,2.4148,0.6406,4.4817,9.4301,1.4273,3.5999,4.0467,3.0362,-1.0325,8.6557,42
-0.1253,-2.0209,-0.0391,2.4148,0.6406,4.4817,9.4301,1.4273,3.5999,4.0467,3.0362,-1.0325,8.6557,43
-0.1144,-2.3304,-0.5559,2.0746,1.1111,4.0212,8.8441,1.2017,4.3498,3.4035,3.0893,-0.851,8.0415,44
-0.1031,-2.39,-0.4162,1.9361,1.4362,3.6959,8.2784,0.803,4.661,2.9141,2.9337,-0.6654,7.6482,45
-0.091,-2.39,-0.4162,1.9361,1.4362,3.6959,8.2784,0.803,4.661,2.9141,2.9337,-0.6654,7.6482,46
-0.0798,-2.0323,0.3467,1.8589,1.602,3.5283,7.8426,0.3541,4.615,2.5549,2.6583,-0.5395,7.5272,47
-0.0668,-2.0323,0.3467,1.8589,1.602,3.5283,7.8426,0.3541,4.615,2.5549,2.6583,-0.5395,7.5272,48
-0.0547,-1.2379,1.3628,1.7785,1.6683,3.4838,7.6341,-0.0764,4.1872,2.2752,2.3933,-0.4989,7.6831,49
-0.0405,-1.2379,1.3628,1.7785,1.6683,3.4838,7.6341,-0.0764,4.1872,2.2752,2.3933,-0.4989,7.6831,50
-0.0264,-0.3159,2.0532,1.6504,1.6646,3.5493,7.6712,-0.3945,3.5124,2.0158,2.2667,-0.523,8.0736,50
-0.0121,-0.3159,2.0532,1.6504,1.6646,3.5493,7.6712,-0.3945,3.5124,2.0158,2.2667,-0.523,8.0736,51
0.0015,0.4214,2.2566,1.4698,1.6075,3.721,7.8927,-0.5051,2.8049,1.7478,2.2759,-0.5372,8.5607,52
0.0141,0.4214,2.2566,1.4698,1.6075,3.721,7.8927,-0.5051,2.8049,1.7478,2.2759,-0.5372,8.5607,53
0.025,0.8253,2.0238,1.2287,1.5086,3.9975,8.2162,-0.457,2.2073,1.4506,2.3376,-0.4765,8.9894,54
0.0355,0.8253,2.0238,1.2287,1.5086,3.9975,8.2162,-0.457,2.2073,1.4506,2.3376,-0.4765,8.9894,55
0.0452,0.9125,1.4267,0.8954,1.3768,4.3755,8.6033,-0.4511,1.7525,1.0837,2.3889,-0.3546,9.344,56
0.0546,0.9125,1.4267,0.8954,1.3768,4.3755,8.6033,-0.4511,1.7525,1.0837,2.3889,-0.3546,9.344,57
0.0639,0.8368,0.6358,0.4573,1.2291,4.8025,9.0963,-0.629,1.3316,0.655,2.3698,-0.2771,9.7266,58
0.0725,0.8368,0.6358,0.4573,1.2291,4.8025,9.0963,-0.629,1.3316,0.655,2.3698,-0.2771,9.7266,59
0.0809,0.7183,-0.1756,-0.0695,1.1213,5.1738,9.7458,-0.9202,0.7875,0.2492,2.2759,-0.3601,10.2066,60
0.0878,0.7183,-0.1756,-0.0695,1.1213,5.1738,9.7458,-0.9202,0.7875,0.2492,2.2759,-0.3601,10.2066,61
0.0935,0.539,-0.894,-0.6561,1.1232,5.4325,10.5202,-1.1606,0.0988,-0.0656,2.1912,-0.6075,10.7561,62
0.0987,0.539,-0.894,-0.6561,1.1232,5.4325,10.5202,-1.1606,0.0988,-0.0656,2.1912,-0.6075,10.7561,63
0.1007,0.2526,-1.429,-1.2368,1.2203,5.6058,11.307,-1.309,-0.5909,-0.3356,2.1862,-0.9067,11.3226,64
0.1002,0.2526,-1.429,-1.2368,1.2203,5.6058,11.307,-1.309,-0.5909,-0.3356,2.1862,-0.9067,11.3226,65
0.0995,-0.0598,-1.8553,-1.7191,1.239,5.7637,12.11,-1.5456,-1.117,-0.6872,2.2638,-1.2495,11.9862,66
0.0977,-0.0598,-1.8553,-1.7191,1.239,5.7637,12.11,-1.5456,-1.117,-0.6872,2.2638,-1.2495,11.9862,67
0.0911,-0.2885,-2.361,-2.0266,1.0561,5.9037,13.0605,-1.9892,-1.4461,-1.1847,2.3681,-1.846,12.8139,68
0.0781,-0.2885,-2.361,-2.0266,1.0561,5.9037,13.0605,-1.9892,-1.4461,-1.1847,2.3681,-1.846,12.8139,69
0.0556,-0.4981,-2.8836,-2.301,0.7562,5.8669,14.0699,-2.3068,-1.5906,-1.6983,2.4149,-2.7346,13.5121,70
0.0261,-0.4981,-2.8836,-2.301,0.7562,5.8669,14.0699,-2.3068,-1.5906,-1.6983,2.4149,-2.7346,13.5121,71
-0.0016,-0.8621,-3.2495,-2.7909,0.4696,5.4967,14.6845,-2.0964,-1.4206,-2.2313,2.402,-3.5483,13.6283,72
-0.0309,-0.8621,-3.2495,-2.7909,0.4696,5.4967,14.6845,-2.0964,-1.4206,-2.2313,2.402,-3.5483,13.6283,73
-0.057,-1.4074,-3.3948,-3.3278,0.3108,4.8215,14.5083,-1.6697,-0.9669,-3.0039,2.3551,-3.9771,13.159,74
-0.0785,-1.4074,-3.3948,-3.3278,0.3108,4.8215,14.5083,-1.6697,-0.9669,-3.0039,2.3551,-3.9771,13.159,75
-0.0994,-1.9576,-3.172,-3.6099,0.2964,4.0825,13.6894,-1.6098,-0.8228,-3.91,2.1125,-4.0893,12.5213,76
-0.1243,-1.9576,-3.172,-3.6099,0.2964,4.0825,13.6894,-1.6098,-0.8228,-3.91,2.1125,-4.0893,12.5213,77
-0.1488,-2.3074,-2.2136,-3.6248,0.2782,3.4991,12.6332,-1.7498,-1.4896,-4.7019,1.5433,-4.046,12.0052,78
-0.1772,-2.3074,-2.2136,-3.6248,0.2782,3.4991,12.6332,-1.7498,-1.4896,-4.7019,1.5433,-4.046,12.0052,79
-0.2025,-2.2663,-0.3024,-3.4074,0.0906,3.0818,11.6073,-1.6808,-2.5362,-5.2284,0.8576,-3.8971,11.6476,80
-0.2276,-2.2663,-0.3024,-3.4074,0.0906,3.0818,11.6073,-1.6808,-2.5362,-5.2284,0.8576,-3.8971,11.6476,81
-0.2593,-1.6924,1.8489,-3.1924,-0.1868,2.8155,10.8004,-1.3458,-3.0339,-5.3003,0.4008,-3.6916,11.375,82
-0.289,-1.6924,1.8489,-3.1924,-0.1868,2.8155,10.8004,-1.3458,-3.0339,-5.3003,0.4008,-3.6916,11.375,83
-0.3154,-0.7186,2.9427,-3.4252,-0.2618,2.7352,10.3396,-0.75,-2.7609,-4.9191,0.3547,-3.4942,11.0978,84
-0.3406,-0.7186,2.9427,-3.4252,-0.2618,2.7352,10.3396,-0.75,-2.7609,-4.9191,0.3547,-3.4942,11.0978,85
-0.3653,0.2635,2.7137,-4.0329,0.0322,2.8184,10.1551,0.0487,-2.1249,-4.3435,0.6958,-3.2971,10.714,86
-0.3908,0.9758,2.2692,-4.4341,0.6694,2.955,10.027,0.8748,-1.0901,-3.7605,1.192,-2.9941,10.1234,87
-0.4122,0.9758,2.2692,-4.4341,0.6694,2.955,10.027,0.8748,-1.0901,-3.7605,1.192,-2.9941,10.1234,88
-0.432,1.3563,2.348,-4.285,1.4178,3.0348,9.7347,1.481,0.3256,-3.1449,1.6583,-2.5365,9.3706,89
-0.448,1.3563,2.348,-4.285,1.4178,3.0348,9.7347,1.481,0.3256,-3.1449,1.6583,-2.5365,9.3706,90
-0.463,1.4965,2.672,-3.7188,1.9404,3.0192,9.2,1.7567,1.5253,-2.5393,2.1157,-2.0525,8.6278,91
-0.4784,1.4965,2.672,-3.7188,1.9404,3.0192,9.2,1.7567,1.5253,-2.5393,2.1157,-2.0525,8.6278,92
-0.4906,1.4965,2.672,-3.7188,1.9404,3.0192,9.2,1.7567,1.5253,-2.5393,2.1157,-2.0525,8.6278,93
-0.5024,1.6043,2.9675,-3.0199,2.134,2.9217,8.5666,1.7983,2.1663,-2.0951,2.4576,-1.6584,7.995,94
-0.5126,1.6043,2.9675,-3.0199,2.134,2.9217,8.5666,1.7983,2.1663,-2.0951,2.4576,-1.6584,7.995,95
-0.522,1.7969,3.1129,-2.3672,2.1112,2.8061,8.0269,1.7039,2.2529,-1.8229,2.5213,-1.3698,7.4903,96
-0.5296,1.7969,3.1129,-2.3672,2.1112,2.8061,8.0269,1.7039,2.2529,-1.8229,2.5213,-1.3698,7.4903,97
-0.5348,2.0182,2.8476,-1.864,1.9653,2.7338,7.729,1.4953,1.7892,-1.5865,2.3728,-1.2085,7.1636,98
-0.5379,2.0182,2.8476,-1.864,1.9653,2.7338,7.729,1.4953,1.7892,-1.5865,2.3728,-1.2085,7.1636,99
-0.5391,2.1387,2.0482,-1.5206,1.7646,2.7305,7.7573,1.1382,0.9813,-1.2644,2.202,-1.2069,7.0558,0
-0.5384,2.1387,2.0482,-1.5206,1.7646,2.7305,7.7573,1.1382,0.9813,-1.2644,2.202,-1.2069,7.0558,1
-0.5366,2.1073,1.0741,-1.2266,1.603,2.7962,8.1037,0.7041,0.1866,-0.8409,2.1389,-1.3472,7.1582,2
-0.5315,2.1073,1.0741,-1.2266,1.603,2.7962,8.1037,0.7041,0.1866,-0.8409,2.1389,-1.3472,7.1582,3
-0.523,1.9192,0.2773,-0.9176,1.4752,2.9008,8.6457,0.3001,-0.432,-0.3843,2.187,-1.5709,7.4218,4
-0.5095,1.9192,0.2773,-0.9176,1.4752,2.9008,8.6457,0.3001,-0.432,-0.3843,2.187,-1.5709,7.4218,5
-0.4918,1.5936,-0.3229,-0.6152,1.3033,2.9793,9.1983,-0.1333,-0.9017,0.0117,2.271,-1.8555,7.8266,6
-0.4725,1.5936,-0.3229,-0.6152,1.3033,2.9793,9.1983,-0.1333,-0.9017,0.0117,2.271,-1.8555,7.8266,7
-0.4487,1.2507,-0.8346,-0.3276,1.0892,2.9947,9.6917,-0.602,-1.2218,0.2754,2.3526,-2.2131,8.4119,8
-0.4296,1.2507,-0.8346,-0.3276,1.0892,2.9947,9.6917,-0.602,-1.2218,0.2754,2.3526,-2.2131,8.4119,9
-0.4121,1.0209,-1.4584,-0.048,0.8723,3.025,10.1819,-0.9397,-1.3927,0.4096,2.4736,-2.624,9.1476,10
-0.4035,1.0209,-1.4584,-0.048,0.8723,3.025,10.1819,-0.9397,-1.3927,0.4096,2.4736,-2.624,9.1476,11
-0.4026,1.0209,-1.4584,-0.048,0.8723,3.025,10.1819,-0.9397,-1.3927,0.4096,2.4736,-2.624,9.1476,12
-0.4051,0.9359,-2.265,0.209,0.6895,3.1746,10.7286,-1.056,-1.5316,0.4573,2.6609,-2.9893,9.9307,13
-0.4079,0.9573,-2.9892,0.3934,0.6214,3.4508,11.3382,-1.0063,-1.7851,0.458,2.8513,-3.2181,10.6343,14
-0.4097,0.9573,-2.9892,0.3934,0.6214,3.4508,11.3382,-1.0063,-1.7851,0.458,2.8513,-3.2181,10.6343,15
-0.4111,1.0251,-3.3383,0.5013,0.7426,3.7806,11.9674,-0.9123,-2.1499,0.4468,2.9623,-3.3211,11.2255,16
-0.411,1.0251,-3.3383,0.5013,0.7426,3.7806,11.9674,-0.9123,-2.1499,0.4468,2.9623,-3.3211,11.2255,17
-0.4107,1.1329,-3.3584,0.6215,0.9953,4.1297,12.6379,-0.9185,-2.4755,0.4846,2.9947,-3.384,11.8989,17
-0.4097,1.1329,-3.3584,0.6215,0.9953,4.1297,12.6379,-0.9185,-2.4755,0.4846,2.9947,-3.384,11.8989,18
-0.4071,1.2826,-3.0114,0.907,1.2395,4.6044,13.3592,-0.9722,-2.5118,0.632,2.9621,-3.4253,12.8,19
-0.4048,1.2826,-3.0114,0.907,1.2395,4.6044,13.3592,-0.9722,-2.5118,0.632,2.9621,-3.4253,12.8,20
-0.4055,1.3398,-1.8479,1.5153,1.4157,5.2787,13.8757,-0.7751,-2.0578,0.8243,2.748,-3.2775,13.6517,21
-0.4092,1.3398,-1.8479,1.5153,1.4157,5.2787,13.8757,-0.7751,-2.0578,0.8243,2.748,-3.2775,13.6517,22
-0.4131,1.3398,-1.8479,1.5153,1.4157,5.2787,13.8757,-0.7751,-2.0578,0.8243,2.748,-3.2775,13.6517,23
-0.4155,1.1637,0.1214,2.4748,1.5248,5.9751,13.8893,-0.2217,-1.3737,0.9896,2.3124,-2.8225,14.0082,24
-0.4132,1.1637,0.1214,2.4748,1.5248,5.9751,13.8893,-0.2217,-1.3737,0.9896,2.3124,-2.8225,14.0082,25
-0.4054,0.7616,2.047,3.564,1.5032,6.486,13.4527,0.4143,-0.8965,1.1717,1.8322,-2.234,13.7381,26
-0.3934,0.7616,2.047,3.564,1.5032,6.486,13.4527,0.4143,-0.8965,1.1717,1.8322,-2.234,13.7381,27
-0.3664,0.0426,2.8361,4.4637,1.2148,6.7429,12.8316,0.9144,-0.6942,1.4372,1.3721,-1.7733,12.9951,28
-0.3468,0.0426,2.8361,4.4637,1.2148,6.7429,12.8316,0.9144,-0.6942,1.4372,1.3721,-1.7733,12.9951,29
-0.3286,-1.0545,2.2263,5.0621,0.6269,6.7045,12.1714,1.2549,-0.6255,1.9194,0.9358,-1.467,12.0847,30
-0.3131,-1.0545,2.2263,5.0621,0.6269,6.7045,12.1714,1.2549,-0.6255,1.9194,0.9358,-1.467,12.0847,31
-0.2989,-2.0972,1.4632,5.3911,-0.04,6.423,11.5209,1.4067,-0.5069,2.7518,0.7359,-1.2417,11.3247,32
-0.286,-2.0972,1.4632,5.3911,-0.04,6.423,11.5209,1.4067,-0.5069,2.7518,0.7359,-1.2417,11.3247,33
-0.2736,-2.5816,1.5265,5.378,-0.5135,6.0564,10.9637,1.467,-0.1263,3.7363,0.9945,-1.1587,10.8095,34
-0.2604,-2.5816,1.5265,5.378,-0.5135,6.0564,10.9637,1.467,-0.1263,3.7363,0.9945,-1.1587,10.8095,35
-0.246,-2.4861,1.835,4.892,-0.6947,5.6729,10.5359,1.6766,0.6702,4.4032,1.6594,-1.2435,10.3607,36
-0.2317,-2.4861,1.835,4.892,-0.6947,5.6729,10.5359,1.6766,0.6702,4.4032,1.6594,-1.2435,10.3607,37
-0.217,-2.2356,1.3578,3.948,-0.5527,5.2295,10.1491,2.089,1.8498,4.4568,2.4325,-1.3463,9.7694,38
-0.1974,-2.2356,1.3578,3.948,-0.5527,5.2295,10.1491,2.089,1.8498,4.4568,2.4325,-1.3463,9.7694,39
-0.1836,-2.271,-0.0864,2.8044,-0.0837,4.7194,9.702,2.4141,3.1859,3.9605,3.0344,-1.3117,9.0217,40
-0.169,-2.271,-0.0864,2.8044,-0.0837,4.7194,9.702,2.4141,3.1859,3.9605,3.0344,-1.3117,9.0217,41
-0.157,-2.5409,-1.5607,1.834,0.5745,4.2107,9.1848,2.3447,4.3806,3.2167,3.3298,-1.1325,8.2565,42
-0.1432,-2.5409,-1.5607,1.834,0.5745,4.2107,9.1848,2.3447,4.3806,3.2167,3.3298,-1.1325,8.2565,43
-0.1327,-2.5409,-1.5607,1.834,0.5745,4.2107,9.1848,2.3447,4.3806,3.2167,3.3298,-1.1325,8.2565,44
-0.1229,-2.7581,-2.1594,1.2186,1.1747,3.8023,8.6248,1.8937,5.1915,2.5261,3.3093,-0.8972,7.6854,45
-0.1136,-2.7581,-2.1594,1.2186,1.1747,3.8023,8.6248,1.8937,5.1915,2.5261,3.3093,-0.8972,7.6854,46
-0.1037,-2.7791,-1.8721,0.8416,1.5482,3.5574,8.0929,1.2673,5.5341,1.9815,3.0479,-0.6793,7.4639,47
-0.0926,-2.7791,-1.8721,0.8416,1.5482,3.5574,8.0929,1.2673,5.5341,1.9815,3.0479,-0.6793,7.4639,48
-0.0802,-2.3669,-0.9995,0.5653,1.7336,3.4626,7.7377,0.6423,5.3931,1.5447,2.6647,-0.5347,7.5696,49
-0.0623,-2.3669,-0.9995,0.5653,1.7336,3.4626,7.7377,0.6423,5.3931,1.5447,2.6647,-0.5347,7.5696,50
-0.0456,-1.4865,0.0611,0.3918,1.8624,3.4629,7.6508,0.1309,4.7991,1.2018,2.3059,-0.4995,7.8657,50
-0.0294,-1.4865,0.0611,0.3918,1.8624,3.4629,7.6508,0.1309,4.7991,1.2018,2.3059,-0.4995,7.8657,51
-0.0133,-0.5468,0.8585,0.3271,1.9616,3.5305,7.7915,-0.1962,3.9168,0.9449,2.0701,-0.531,8.2192,52
0.0017,-0.5468,0.8585,0.3271,1.9616,3.5305,7.7915,-0.1962,3.9168,0.9449,2.0701,-0.531,8.2192,53
0.0182,0.1684,1.3285,0.3361,1.9845,3.6747,8.0646,-0.3589,2.978,0.7335,1.9604,-0.5366,8.5549,54
0.0283,0.1684,1.3285,0.3361,1.9845,3.6747,8.0646,-0.3589,2.978,0.7335,1.9604,-0.5366,8.5549,55
0.038,0.5897,1.4748,0.3412,1.9162,3.9228,8.3991,-0.4819,2.1193,0.5254,1.9169,-0.4552,8.8793,56
0.0497,0.5897,1.4748,0.3412,1.9162,3.9228,8.3991,-0.4819,2.1193,0.5254,1.9169,-0.4552,8.8793,57
0.0597,0.6741,1.1735,0.2521,1.7477,4.2853,8.8012,-0.6903,1.3003,0.3053,1.8693,-0.3487,9.2816,58
0.0693,0.6741,1.1735,0.2521,1.7477,4.2853,8.8012,-0.6903,1.3003,0.3053,1.8693,-0.3487,9.2816,59
0.0776,0.5276,0.486,0.0375,1.5234,4.6664,9.3376,-0.9405,0.4,0.0892,1.8021,-0.383,9.8165,60
0.0848,0.5276,0.486,0.0375,1.5234,4.6664,9.3376,-0.9405,0.4,0.0892,1.8021,-0.383,9.8165,61
0.0905,0.3377,-0.3721,-0.3039,1.3837,4.9496,10.0179,-1.1348,-0.5356,-0.0892,1.8144,-0.5996,10.4207,62
0.0948,0.3377,-0.3721,-0.3039,1.3837,4.9496,10.0179,-1.1348,-0.5356,-0.0892,1.8144,-0.5996,10.4207,63
0.0981,0.1873,-1.0634,-0.7558,1.4165,5.147,10.7274,-1.3046,-1.2554,-0.2455,1.9878,-0.8619,10.9902,64
0.0989,0.1873,-1.0634,-0.7558,1.4165,5.147,10.7274,-1.3046,-1.2554,-0.2455,1.9878,-0.8619,10.9902,65
0.0985,0.0886,-1.351,-1.2504,1.4945,5.3384,11.411,-1.5914,-1.6384,-0.4659,2.2312,-1.0962,11.5526,66
0.098,0.0886,-1.351,-1.2504,1.4945,5.3384,11.411,-1.5914,-1.6384,-0.4659,2.2312,-1.0962,11.5526,67
0.0948,0.041,-1.4835,-1.7795,1.3655,5.5609,12.2406,-2.1829,-1.8022,-0.8227,2.3848,-1.5018,12.2923,68
0.0844,0.041,-1.4835,-1.7795,1.3655,5.5609,12.2406,-2.1829,-1.8022,-0.8227,2.3848,-1.5018,12.2923,69
0.0673,-0.0864,-1.8216,-2.4319,0.9452,5.7011,13.332,-2.8785,-1.8915,-1.3583,2.3228,-2.3113,13.1764,70
0.0462,-0.0864,-1.8216,-2.4319,0.9452,5.7011,13.332,-2.8785,-1.8915,-1.3583,2.3228,-2.3113,13.1764,71
0.0196,-0.4288,-2.3365,-3.1693,0.4299,5.5548,14.3929,-3.0679,-1.8889,-2.0895,2.0506,-3.3406,13.7455,72
-0.0066,-0.4288,-2.3365,-3.1693,0.4299,5.5548,14.3929,-3.0679,-1.8889,-2.0895,2.0506,-3.3406,13.7455,73
-0.0344,-0.8982,-2.7444,-3.7638,0.1244,5.0467,14.9066,-2.5781,-1.7049,-2.8988,1.7311,-4.1604,13.6087,74
-0.0585,-0.8982,-2.7444,-3.7638,0.1244,5.0467,14.9066,-2.5781,-1.7049,-2.8988,1.7311,-4.1604,13.6087,75
-0.0801,-1.2955,-2.6407,-3.9815,0.1699,4.3186,14.6251,-1.8711,-1.8072,-3.5765,1.4784,-4.5675,12.9616,76
-0.1042,-1.2955,-2.6407,-3.9815,0.1699,4.3186,14.6251,-1.8711,-1.8072,-3.5765,1.4784,-4.5675,12.9616,77
-0.1303,-1.5121,-1.8084,-3.8344,0.3324,3.6573,13.7279,-1.2482,-2.9934,-4.1025,1.2753,-4.6248,12.2225,78
-0.1546,-1.5121,-1.8084,-3.8344,0.3324,3.6573,13.7279,-1.2482,-2.9934,-4.1025,1.2753,-4.6248,12.2225,79
-0.1865,-1.543,-0.2605,-3.5436,0.234,3.219,12.5522,-0.7272,-4.6318,-4.5816,1.0849,-4.4242,11.5645,80
-0.2118,-1.543,-0.2605,-3.5436,0.234,3.219,12.5522,-0.7272,-4.6318,-4.5816,1.0849,-4.4242,11.5645,81
-0.2421,-1.2872,1.796,-3.3259,-0.1605,2.9613,11.3979,-0.3182,-5.1529,-4.8847,0.9308,-4.0707,11.06,82
-0.2667,-1.2872,1.796,-3.3259,-0.1605,2.9613,11.3979,-0.3182,-5.1529,-4.8847,0.9308,-4.0707,11.06,83
-0.2935,-0.7163,3.3526,-3.3964,-0.5411,2.8475,10.5126,0.1086,-4.2931,-4.8135,0.896,-3.694,10.7368,83
-0.3212,-0.0685,3.5012,-3.7981,-0.5921,2.8901,9.9886,0.5683,-2.6796,-4.3954,1.0539,-3.3099,10.4882,84
-0.3479,-0.0685,3.5012,-3.7981,-0.5921,2.8901,9.9886,0.5683,-2.6796,-4.3954,1.0539,-3.3099,10.4882,85
-0.3694,0.4878,2.7416,-4.2394,-0.1868,3.0538,9.7178,1.0473,-0.883,-3.7903,1.3213,-2.8843,10.1817,86
-0.3934,0.4878,2.7416,-4.2394,-0.1868,3.0538,9.7178,1.0473,-0.883,-3.7903,1.3213,-2.8843,10.1817,87
-0.414,0.9819,2.1334,-4.3278,0.573,3.1979,9.5062,1.6475,0.4112,-3.1102,1.5336,-2.4275,9.7579,88
-0.432,0.9819,2.1334,-4.3278,0.573,3.1979,9.5062,1.6475,0.4112,-3.1102,1.5336,-2.4275,9.7579,89
-0.4508,1.4096,2.0195,-3.9114,1.3711,3.201,9.2116,2.21,0.9609,-2.4394,1.7573,-1.9892,9.2042,90
-0.4665,1.4096,2.0195,-3.9114,1.3711,3.201,9.2116,2.21,0.9609,-2.4394,1.7573,-1.9892,9.2042,91
-0.4796,1.7563,2.1245,-3.174,1.8948,3.0835,8.8137,2.5268,1.1636,-1.9396,2.1318,-1.6393,8.5441,92
-0.493,1.7563,2.1245,-3.174,1.8948,3.0835,8.8137,2.5268,1.1636,-1.9396,2.1318,-1.6393,8.5441,93
-0.503,2.0343,2.2472,-2.3984,2.0782,2.9312,8.3899,2.5507,1.3542,-1.689,2.5015,-1.3966,7.8818,94
-0.5136,2.0343,2.2472,-2.3984,2.0782,2.9312,8.3899,2.5507,1.3542,-1.689,2.5015,-1.3966,7.8818,95
-0.5216,2.1795,2.305,-1.7557,2.0252,2.8056,8.0393,2.3077,1.4519,-1.5718,2.6131,-1.2517,7.3746,96
-0.5271,2.1795,2.305,-1.7557,2.0252,2.8056,8.0393,2.3077,1.4519,-1.5718,2.6131,-1.2517,7.3746,97
-0.5303,2.1509,2.0531,-1.2768,1.8489,2.7247,7.8639,1.9139,1.1053,-1.4115,2.4498,-1.2148,7.1072,98
-0.5323,2.1509,2.0531,-1.2768,1.8489,2.7247,7.8639,1.9139,1.1053,-1.4115,2.4498,-1.2148,7.1072,99
-0.5326,2.0376,1.3619,-0.8764,1.6545,2.6851,7.9381,1.5014,0.3074,-1.1325,2.2373,-1.2732,7.0567,0
-0.5321,2.0376,1.3619,-0.8764,1.6545,2.6851,7.9381,1.5014,0.3074,-1.1325,2.2373,-1.2732,7.0567,1
-0.531,1.9731,0.5013,-0.4768,1.522,2.705,8.238,1.1147,-0.5218,-0.7732,2.1815,-1.3829,7.1828,2
-0.5263,1.9731,0.5013,-0.4768,1.522,2.705,8.238,1.1147,-0.5218,-0.7732,2.1815,-1.3829,7.1828,3
-0.5169,1.9594,-0.2749,-0.1112,1.4418,2.8131,8.6918,0.6617,-1.0448,-0.3789,2.3025,-1.5065,7.4576,4
-0.5034,1.9594,-0.2749,-0.1112,1.4418,2.8131,8.6918,0.6617,-1.0448,-0.3789,2.3025,-1.5065,7.4576,5
-0.4866,1.8978,-0.9833,0.1519,1.3568,3.0024,9.2493,0.0297,-1.1243,-0.0079,2.5578,-1.6486,7.8879,6
-0.4686,1.8978,-0.9833,0.1519,1.3568,3.0024,9.2493,0.0297,-1.1243,-0.0079,2.5578,-1.6486,7.8879,7
-0.448,1.7553,-1.7677,0.2771,1.2854,3.2367,9.8922,-0.755,-0.8216,0.2748,2.8434,-1.8749,8.5217,8
-0.4285,1.7553,-1.7677,0.2771,1.2854,3.2367,9.8922,-0.755,-0.8216,0.2748,2.8434,-1.8749,8.5217,9
-0.4108,1.5401,-2.5845,0.3167,1.2887,3.4823,10.6,-1.4398,-0.4351,0.4892,3.0221,-2.229,9.3244,10
-0.4004,1.5401,-2.5845,0.3167,1.2887,3.4823,10.6,-1.4398,-0.4351,0.4892,3.0221,-2.229,9.3244,11
-0.3995,1.2696,-3.1242,0.3952,1.3199,3.713,11.3191,-1.7499,-0.2547,0.6762,3.116,-2.6336,10.1776,12
-0.402,1.2696,-3.1242,0.3952,1.3199,3.713,11.3191,-1.7499,-0.2547,0.6762,3.116,-2.6336,10.1776,13
-0.4042,1.0358,-3.2541,0.5474,1.3531,3.9268,11.9902,-1.6918,-0.3656,0.8056,3.1986,-2.9806,10.9314,13
-0.4061,1.0358,-3.2541,0.5474,1.3531,3.9268,11.9902,-1.6918,-0.3656,0.8056,3.1986,-2.9806,10.9314,14
-0.4059,1.0358,-3.2541,0.5474,1.3531,3.9268,11.9902,-1.6918,-0.3656,0.8056,3.1986,-2.9806,10.9314,15
-0.4056,0.8725,-2.948,0.7415,1.4415,4.1406,12.5462,-1.4711,-0.7399,0.7944,3.2211,-3.2108,11.4859,16
-0.4053,0.8725,-2.948,0.7415,1.4415,4.1406,12.5462,-1.4711,-0.7399,0.7944,3.2211,-3.2108,11.4859,17
-0.405,0.6907,-2.3679,0.9927,1.512,4.3816,12.9612,-1.2851,-1.2646,0.6293,3.096,-3.3184,11.9619,18
-0.4026,0.6907,-2.3679,0.9927,1.512,4.3816,12.9612,-1.2851,-1.2646,0.6293,3.096,-3.3184,11.9619,19
-0.3961,0.6907,-2.3679,0.9927,1.512,4.3816,12.9612,-1.2851,-1.2646,0.6293,3.096,-3.3184,11.9619,20
-0.3834,0.4778,-1.926,1.351,1.4971,4.7032,13.2891,-1.1544,-1.8184,0.4983,2.8114,-3.354,12.5548,21
-0.3812,0.3125,-1.441,1.9314,1.5093,5.1527,13.5017,-0.8829,-2.2657,0.6026,2.4332,-3.2612,13.1676,22
-0.3858,0.3125,-1.441,1.9314,1.5093,5.1527,13.5017,-0.8829,-2.2657,0.6026,2.4332,-3.2612,13.1676,23
-0.391,0.2244,-0.2427,2.8701,1.6519,5.6662,13.446,-0.3697,-2.4155,0.9339,2.0715,-2.8839,13.5024,24
-0.3915,0.2244,-0.2427,2.8701,1.6519,5.6662,13.446,-0.3697,-2.4155,0.9339,2.0715,-2.8839,13.5024,25
-0.386,0.1852,1.5695,4.0716,1.7962,6.1032,13.1114,0.1507,-2.2584,1.3886,1.8623,-2.278,13.4384,26
-0.3764,0.1852,1.5695,4.0716,1.7962,6.1032,13.1114,0.1507,-2.2584,1.3886,1.8623,-2.278,13.4384,27
-0.3629,0.0022,2.818,5.1171,1.7096,6.4414,12.6636,0.4687,-1.8476,1.8626,1.8049,-1.7194,13.0415,28
-0.3467,0.0022,2.818,5.1171,1.7096,6.4414,12.6636,0.4687,-1.8476,1.8626,1.8049,-1.7194,13.0415,29
-0.3295,-0.5867,2.7236,5.6622,1.2984,6.6467,12.1969,0.6504,-1.2122,2.3145,1.7042,-1.3724,12.4548,30
-0.311,-0.5867,2.7236,5.6622,1.2984,6.6467,12.1969,0.6504,-1.2122,2.3145,1.7042,-1.3724,12.4548,31
-0.2917,-1.4799,1.7522,5.7563,0.688,6.579,11.742,0.754,-0.5799,2.8764,1.466,-1.2028,11.8456,32
