right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_chest_ang_x,right_chest_ang_y,right_chest_ang_z,right_chest_acc_x,right_chest_acc_y,right_chest_acc_z,left_chest_ang_x,left_chest_ang_y,left_chest_ang_z,left_chest_acc_x,left_chest_acc_y,left_chest_acc_z,,,,Label
-0.0046,0.325,-0.3484,-0.3816,-0.4033,-1.2079,-1.815,-1.5537,9.3067,0.1996,-1.4054,0.4547,-1.1245,-8.4089,1.8945,-1.409,-0.6339,-0.325,-0.2462,-8.3398,-2.3777,0.9656,-0.788223,0,1698651226,50
-0.0001,0.3162,-0.3486,-0.2637,-0.5192,-1.2848,-1.5873,-1.503,9.544,0.0615,-1.2019,0.859,-1.0154,-8.4256,1.9989,-1.3753,-0.4889,-0.1657,-0.265,-8.4091,-2.3328,1.055,-0.671387,0,1698651226,51
0.0036,0.3198,-0.3486,-0.193,-0.7243,-1.4093,-1.3935,-1.4905,9.6453,0.0148,-0.8376,1.0862,-0.8957,-8.4378,2.0375,-1.3882,-0.3235,-0.1757,-0.2267,-8.4517,-2.3576,1.1041,-0.598757,0,1698651226,52
0.0079,0.3566,-0.3484,-0.1424,-0.9134,-1.5214,-1.2122,-1.4587,9.4687,0.0919,-0.7122,0.9124,-0.8658,-8.44,2.025,-1.3784,-0.0612,-0.4093,-0.1382,-8.4784,-2.3816,1.1486,-0.509861,0,1698651226,52
0.0131,0.3839,-0.3482,-0.1102,-1.0535,-1.5615,-0.9955,-1.3524,9.2484,0.112,-0.8851,0.6785,-0.8715,-8.4354,2.0161,-1.3598,0.2491,-0.6965,-0.0499,-8.4903,-2.3832,1.1977,-0.392868,0,1698651226,53
0.0178,0.3761,-0.3477,-0.0859,-1.193,-1.5731,-0.7744,-1.174,9.3047,0.0902,-0.9613,0.7483,-0.8138,-8.4499,1.9985,-1.339,0.514,-0.9246,0.0196,-8.4824,-2.3604,1.3237,-0.293581,0,1698651226,54
0.0213,0.3469,-0.3464,-0.0421,-1.3209,-1.5796,-0.5302,-1.0778,9.3933,0.167,-0.8007,0.8757,-0.7118,-8.4922,1.9864,-1.3559,0.6865,-1.1137,0.0915,-8.4846,-2.3552,1.4919,-0.220844,0,1698651226,55
0.0245,0.3256,-0.3441,0.0292,-1.3964,-1.5778,-0.2665,-1.0951,9.1674,0.2519,-0.566,0.9176,-0.625,-8.5061,1.9738,-1.4012,0.8204,-1.2487,0.1336,-8.4903,-2.3624,1.5626,-0.166979,0,1698651226,55
0.0282,0.3225,-0.3405,0.1326,-1.5096,-1.5235,-0.0113,-1.0687,8.815,0.2956,-0.417,0.8752,-0.5805,-8.4896,1.9678,-1.4222,0.9518,-1.1601,0.1749,-8.4608,-2.3592,1.5342,-0.126706,0,1698651226,56
0.032,0.3268,-0.3352,0.2471,-1.6043,-1.4209,0.2491,-1.0808,8.6054,0.3373,-0.3379,0.815,-0.5647,-8.4953,1.9383,-1.4299,1.0393,-1.1995,0.2641,-8.444,-2.3476,1.5068,-0.096111,0,1698651226,57
0.0355,0.3172,-0.3287,0.3337,-1.4802,-1.3514,0.4838,-1.1354,8.4634,0.4285,-0.2449,0.8082,-0.5414,-8.5534,1.8771,-1.4546,1.0254,-1.3579,0.3018,-8.4574,-2.3113,1.4673,-0.072209,0,1698651226,57
0.0389,0.3187,-0.3223,0.3774,-1.2014,-1.329,0.678,-1.1641,8.2922,0.5672,-0.0934,0.7817,-0.5045,-8.6482,1.8368,-1.5447,0.9303,-1.2867,0.2638,-8.498,-2.2749,1.3856,-0.051412,0,1698651226,58
0.0431,0.336,-0.3164,0.3966,-0.9619,-1.2843,0.8246,-1.195,8.3057,0.5934,0.0925,0.6733,-0.4716,-8.7449,1.8162,-1.64,0.8028,-1.0328,0.1652,-8.5665,-2.2629,1.3082,-0.02987,0,1698651226,59
0.0478,0.3373,-0.3105,0.4137,-0.7763,-1.1908,0.9722,-1.1843,8.402,0.5691,0.4732,0.4999,-0.3849,-8.9782,1.8501,-1.7785,0.493,-0.0871,-0.2164,-8.7918,-2.2813,1.1473,-0.004706,0,1698651226,60
0.0525,0.3505,-0.3051,0.4321,-0.4724,-1.1198,0.9866,-1.1091,8.6636,0.5064,0.651,0.3922,-0.3498,-9.0998,1.888,-1.8355,0.3481,0.175,-0.3475,-8.9355,-2.3328,1.1026,0.024937,0,1698651226,60
0.057,0.3509,-0.3006,0.4318,-0.0309,-1.0528,0.9782,-1.075,9.1087,0.3746,0.7499,0.2574,-0.3446,-9.2354,1.9474,-1.8661,0.2346,0.2832,-0.4306,-9.0845,-2.3816,1.1213,-0.055789,0,1698651227,61
0.061,0.3564,-0.2969,0.4081,0.3453,-1.0109,0.9709,-1.0905,9.4346,0.3011,0.7892,0.1425,-0.3423,-9.3932,2.0106,-1.8544,0.178,0.3246,-0.5053,-9.2217,-2.4289,1.1614,-0.22993,0,1698651227,62
0.0647,0.3764,-0.2936,0.375,0.4432,-0.9708,0.9779,-1.1376,9.5015,0.2539,0.8359,0.0345,-0.3277,-9.5306,2.0546,-1.8253,0.1997,0.2154,-0.5421,-9.3338,-2.4822,1.2135,-0.367368,0,1698651227,62
0.0688,0.3839,-0.2913,0.3256,0.5507,-0.9396,1.0021,-1.2305,9.5649,0.1362,0.868,-0.1712,-0.3283,-9.6633,2.0771,-1.7756,0.2438,0.0393,-0.5792,-9.406,-2.5113,1.2804,-0.473314,0,1698651227,63
0.0729,0.3832,-0.2907,0.2553,0.6607,-0.9341,1.0456,-1.3048,9.6489,0.0283,0.8613,-0.429,-0.3339,-9.7905,2.0942,-1.6863,0.2755,-0.0907,-0.6591,-9.4556,-2.5376,1.3511,-0.5566,0,1698651227,64
0.0764,0.3443,-0.291,0.1995,0.7597,-0.9631,1.1255,-1.3962,9.7545,-0.0507,0.8493,-0.6608,-0.3229,-9.8694,2.1145,-1.6123,0.3308,-0.201,-0.7681,-9.5096,-2.6001,1.4172,-0.621348,0,1698651227,65
0.0791,0.3109,-0.291,0.1402,0.8358,-1.0265,1.2182,-1.5469,9.971,-0.1314,0.8383,-0.886,-0.2956,-9.9096,2.1161,-1.5696,0.4666,-0.3531,-0.8851,-9.5262,-2.6889,1.4969,-0.669708,0,1698651227,65
0.0817,0.3046,-0.291,0.0849,0.8702,-1.1396,1.2688,-1.646,10.0817,-0.155,0.8596,-1.0737,-0.2523,-9.9136,2.0949,-1.5337,0.7093,-0.5769,-1.0049,-9.5174,-2.7937,1.5981,-0.703565,0,1698651227,66
0.0848,0.3137,-0.291,0.0686,0.9045,-1.277,1.2571,-1.6984,9.9961,-0.0803,0.9477,-1.2757,-0.2024,-9.9188,2.0356,-1.5005,1.0325,-0.8565,-1.127,-9.4973,-2.9062,1.671,-0.712841,0,1698651227,67
0.0881,0.3212,-0.2908,0.0675,0.9508,-1.3981,1.1977,-1.7233,9.96,0.021,1.1167,-1.4727,-0.1458,-9.9571,1.9281,-1.4534,1.3593,-1.1673,-1.2372,-9.4757,-3.0354,1.7042,-0.677966,0,1698651227,67
